brand,x,y
Mrs._Meyer's_Clean_Day_(Verified_Page),-23.305649,39.28158
BookBub_(Verified_Page),-5.1557083,-6.402268
Hunter_Safety_System,23.562647,-35.59385
PR_cosmetics,1.4901625,-16.940107
Bookvip.com_(Verified_Page),-6.027052,-3.0912778
Plano,30.28185,-16.091475
Q_Link_Wireless_(Verified_Page),-26.691408,25.950533
FLIP_SKATEBOARDS,7.99635,-34.572525
Gogo_(Verified_Page),-6.7572265,-14.348281
The_Bradford_Exchange_(Verified_Page),-3.7895577,-4.5120125
Abu_Garcia_(Verified_Page),24.927801,-31.964277
ECCO_Golf,0.83092904,-26.667484
Luminess_Cosmetics,0.7178272,-5.0649433
SmarterTravel,34.684155,5.9775534
Rayovac,3.8790069,11.345494
Tree_Hut,3.6601267,-15.614324
IHOP_(Verified_Page),6.2284393,18.353252
Thousand_Trails,-25.009361,-14.806644
VERTX,-0.79788655,-35.729836
WB_Games_(Verified_Page),-16.151165,22.586489
Spalding,23.398594,-1.5566107
Audible_(Verified_Page),-5.450416,-6.21321
Best_Price_Cruises,-27.17401,45.62417
ASICS_(Verified_Page),17.929533,-27.099518
Intuit_(Verified_Page),20.753895,2.3293242
Positive_Grid,-6.76084,-14.347092
Surf_and_Sand_Resort,15.751219,31.975746
Lufthansa_(Verified_Page),31.609684,8.251507
Hennessey_Performance,13.10971,-1.4382162
SunnyD,7.278678,-13.626723
Frabill,31.59828,-14.973574
It_Cosmetics_(Verified_Page),11.440208,11.456375
Neff_Headwear,9.796697,-32.099155
Huk_Gear,24.143042,-31.950546
Diesel_Spec,15.03749,-4.3144536
Elite_Island_Resorts,-26.748636,36.04567
Noveske_Rifleworks,-2.3543036,-34.26113
Artistry_US_(Verified_Page),10.534792,-20.019114
Training_Mask,17.475437,-25.592415
Red_Robin_Gourmet_Burgers_(Verified_Page),5.131618,13.87481
C_Spire,-26.662115,26.148216
Jaguar_(Verified_Page),-26.474297,33.376232
Curel_US_(Verified_Page),-2.7381086,-18.918158
Valhalla_Mind_with_Zane_Baker,13.423423,-16.850773
HALO_Optics,-6.8311253,-37.695816
The_Ritz-Carlton_Hotel_Company_(Verified_Page),-18.409157,-14.030408
Ladera_Resort,-13.226477,19.781082
Oasis_Hotels_&_Resorts,-22.68124,-12.186785
TYR_Sport,-16.857344,-5.9856415
DeMarini_Sports_(Verified_Page),19.726912,-22.998558
Girl_Skateboards,8.890471,-35.00546
Krispy_Kreme_Doughnuts_(Verified_Page),-22.16766,38.853188
BLACKHAWK!,-19.21335,20.665037
OPSGEAR,-1.9556327,-35.570923
Big_Prize_Giveaways,-18.808622,37.626877
Kohl's_(Verified_Page),-17.867537,27.761316
Little_Hug_Fruit_Barrels,5.8868256,-12.159197
Embarcadero_Technologies,-25.620584,24.495401
Schrade_Knives_&_Tools,1.6460421,7.0030847
Kink_BMX_(Verified_Page),10.718506,-33.10267
Boost_Mobile_(Verified_Page),-21.399841,-6.3383145
EVLsports_(Verified_Page),-7.8971214,-20.757938
NYONair,32.478077,11.667483
Firestone_Complete_Auto_Care,14.220318,1.4679885
Marketo_(Verified_Page),-22.818823,-7.6633387
jane_iredale,1.4383316,-15.751184
AmericanMuscle.com,13.046322,-1.2161496
FORGELINE,10.0370865,-2.6248674
Milestar_Tires,14.334724,1.6022955
Loot_Crate_(Verified_Page),-5.925631,-5.7389703
Evolved,-7.164519,-38.431507
Impress_Manicure,-26.925428,18.873594
Mayvenn_Hair_(Verified_Page),-13.496687,14.913329
Louisville_Slugger_(Verified_Page),22.014174,-2.3626578
DYE_Paintball,18.293802,-20.408566
ColourPop,10.209938,12.323947
100%_Pure,1.3830489,-11.968916
Hudl_(Verified_Page),-18.939018,-10.256023
Conair_Beauty_(Verified_Page),3.5171397,-10.494811
Sector_9_Skateboards,9.833369,-33.501606
Cantu_Beauty,-6.831782,2.1812918
Nature's_Plus_(Verified_Page),-6.2207413,-9.838343
Rosewe_(Verified_Page),-5.532558,1.5062544
Deciem_The_Abnormal_Beauty_Company_(Verified_Page),-4.2482095,-10.912913
Lucas_Oil,-25.184286,21.644949
Carbon_Express_Arrows,-7.1388636,-36.273094
American_Holidays,24.84504,11.21116
FootJoy,0.10129614,-26.429567
Big_5_Sporting_Goods,17.59043,-27.421595
EvoShield,-0.84267133,-21.703997
Old_Navy_(Verified_Page),-19.73399,25.11131
GORE-TEX_Products_(Verified_Page),17.8358,-28.841976
Fontainebleau_Miami_Beach_(Verified_Page),-18.28412,-14.086225
Firestone_Tires_(Verified_Page),24.395185,-1.7916204
Welderup,8.20049,-0.049261127
Bushnell_(Verified_Page),22.102186,-35.916397
Best_Buy_(Verified_Page),-15.255949,23.455091
Embassy_Suites_Hotels_(Verified_Page),-21.503223,-11.980642
KLIM,28.805109,-12.161537
Thermacell_Hunting,24.448107,-35.954227
Veeam_Software,-23.297993,-3.3487687
Azamara_Club_Cruises,24.860704,6.8219776
A_Mighty_Girl_(Verified_Page),-4.7935405,-7.435323
Google_Fiber_(Verified_Page),-23.152319,24.964584
Nordstrom_(Verified_Page),5.493387,16.990185
Toy_Machine,8.528149,-35.093052
Macadamia_Professional,1.9408239,-15.44486
Thompson/Center,-5.6137,-36.270515
Amazon_Toys_&_Games_(Verified_Page),-7.478219,11.994181
Optimum_(Verified_Page),-24.110611,25.890001
ShoeDazzle_(Verified_Page),-20.599218,31.631325
McDavid_USA,-19.710867,22.4783
Coleman_U.S.A._(Verified_Page),-22.645937,-17.152966
Great_Lakes_Brewing_Company,30.733597,-2.3926597
GoodBelly,-1.5000713,-10.68011
Aquaphor_US_(Verified_Page),8.23426,-14.949114
Leupold_Optics,-19.780369,-21.391306
Princess_Cruises_(Verified_Page),25.27128,7.467057
Smoky_Mountain_Christian_(Verified_Page),-25.44616,-13.666888
Plexus_Worldwide,0.23698984,-8.148181
MuscleEgg,-9.61231,-17.018715
PEARL_iZUMi_(Verified_Page),2.0141556,-0.22486062
GLOCK,18.700365,-36.841194
Rainbow_Light,-0.5964185,-12.633635
Tullamore_Dew_(Verified_Page),28.123613,-1.1000049
Stella_Rosa,27.518139,-0.20451438
Go_Ahead_Tours_(Verified_Page),25.632662,6.017184
Hankook_USA,-30.620596,35.49049
Bridgestone_Tires_(Verified_Page),-24.84955,24.798582
Air_China_(Verified_Page),-10.56911,18.953648
BH_Cosmetics_(Verified_Page),10.503954,12.285074
Avlon,-5.9985905,2.4783332
Blue_Apron_(Verified_Page),-6.9265556,-8.2300205
Six_Star,-7.864331,-22.249945
Lane_Bryant_(Verified_Page),3.8953397,-9.301946
Julep_(Verified_Page),1.8205901,9.468748
Tequila_100_Aos,-27.336796,39.27411
Teflon_Brand,6.5295444,-12.895921
theBalm,-35.189854,41.342983
ACN,-21.530838,24.066378
FitMiss,-9.436659,-16.566175
Chevrolet_Performance_(Verified_Page),13.994819,-1.5109996
Coconut_Bay_Beach_Resort_&_Spa_(Verified_Page),16.784264,30.516954
Staples_(Verified_Page),6.4688077,16.267916
The_Honest_Company_(Verified_Page),-19.323671,26.531204
Platinum_Performance,-22.508677,30.645536
Ameristep_Quality_Hunting,29.040388,-15.659734
LaCroix_Water,5.0561047,-8.62104
Team_Chevy_(Verified_Page),-23.339874,22.011518
Nitto_Tire_(Verified_Page),22.217255,-10.305777
Sprint_(Verified_Page),-10.231377,24.421276
Beautiful_Jewelry,11.527631,-8.603903
Verne_J_Troyer_(Verified_Page),-18.80339,-10.104627
U_by_Kotex_(Verified_Page),2.7022176,-14.968852
Active_Faith_Sports,18.557117,-27.128592
Champagne_Taittinger_(Verified_Page),24.699606,4.784071
Taco_Bell_(Verified_Page),9.156949,16.756983
Expedia_(Verified_Page),-21.796503,25.307955
Prestone_(Verified_Page),10.2637,-0.004181251
Netflix_(Verified_Page),-6.2587037,-4.9539084
Kimber,-19.22586,-22.340986
GameStop_(Verified_Page),7.855514,17.250452
Delta_Vacations_(Verified_Page),22.45184,5.2776017
Amway_World_Headquarters,10.1787405,-19.774685
Hotel_del_Coronado,16.321102,30.677473
KTM_USA,-30.687178,28.438473
Storm_Bowling,-4.0603876,-16.115652
Columbia_Sportswear_(Verified_Page),18.8352,-30.69967
Mozilla_(Verified_Page),20.8771,1.7952871
Allegiant_(Verified_Page),31.002556,10.750434
Mizuno_Baseball_North_America,-0.83126235,-21.736269
Etsy_(Verified_Page),-4.970862,-8.583129
Vortex_Optics,20.415756,-35.5017
Ocean_Kayak,-9.586763,-31.775787
J&P_Cycles,-31.090923,29.291965
Coushatta_Casino_Resort,18.809315,29.438967
SensatioNail,0.42097238,-16.662567
BMW_USA_(Verified_Page),23.039148,-6.990542
Goodys_Powder,4.2450495,5.511045
Kiehl's_(Verified_Page),-23.805454,38.44643
Zoya_Nail_Polish_and_Treatments,-17.728323,39.739666
BODYARMOR,6.502625,-9.862641
Nosler,21.519333,-35.809418
Under_Armour_Hunt_(Verified_Page),-20.339514,-20.078125
PING_Golf,0.21612039,-25.907293
Marmot,18.171494,-30.116035
Hawaiian_Airlines_(Verified_Page),29.853483,6.071113
1st_Phorm_(Verified_Page),-8.649098,-21.52975
Alberto_VO5_(Verified_Page),-25.976912,28.435215
WorkoutHealthy,4.062773,-21.548746
Xfinity_(Verified_Page),23.815525,0.9969052
Kill_Cliff,-22.072227,39.312134
Infinity_Ward_(Verified_Page),18.150494,-10.11322
EF_Tours,32.15205,4.7590284
Orange_County_Choppers_(Verified_Page),-12.323929,28.165487
SIG_SAUER,19.244688,-37.274277
Lexus_(Verified_Page),22.948076,-7.3846793
Suddenlink_Communications_(Verified_Page),-3.3343706,12.464054
Bulk_Apothecary,-25.19153,40.704926
Swagbucks_(Verified_Page),1.9999969,-8.956643
All_Nippon_Airways_(Verified_Page),32.174862,7.712572
Simms_Fishing_Products,-10.918847,-33.03084
The_Boeing_Company_(Verified_Page),-27.869024,39.966606
Laura_Geller_Beauty,5.8684864,-6.3249664
Freightliner_Trucks_(Verified_Page),15.984444,-5.2903357
Peterbilt_Motors_Company,-31.334038,31.830528
Oceania_Cruises_(Verified_Page),25.000217,9.628908
Legendary_Whitetails,23.302876,-34.82205
Mally_Beauty,-25.072023,16.750425
Bowtech_INC.,-6.578309,-36.363724
Regent_Seven_Seas_Cruises_(Verified_Page),24.910376,10.041528
Alba_Botanica,-25.142714,40.7431
Dodge_Viper_(Verified_Page),-31.804495,33.182713
Troy_Lee_Designs,12.679459,-31.8395
Burton_Snowboards,12.143333,-33.281017
Gaiam_(Verified_Page),-21.992157,19.095842
Arizona_Iced_Tea,-23.946707,39.008904
FIJI_Water_(Verified_Page),6.773605,-14.516092
Asana,-9.569994,23.054047
L'Oral_Paris_(Verified_Page),-13.282672,24.103727
thredUP_(Verified_Page),-2.0290442,-4.9835124
hookgrip,32.405754,-1.4532542
Champion_Parts,4.256101,7.5106835
ipsy_(Verified_Page),-7.7411275,-6.833617
Holiday_Inn_Express_(Verified_Page),-22.640638,-10.167139
NIVEA_(Verified_Page),-29.120876,44.045662
Rebel_Lure_Company,-23.89656,-19.593771
AFTCO,24.639183,-31.643383
Bridgestone_Golf,0.9027541,-26.225002
ACEVIVI,-23.306805,36.410347
